X,y
0.0,17.45071229516849
1.0101010101010102,10.451288007684756
2.0202020202020203,24.76583312201544
3.0303030303030303,40.42120542187796
4.040404040404041,16.588709480160063
5.050505050505051,19.11420827202492
6.0606060606060606,48.83970738412603
7.070707070707071,39.18828861406131
8.080808080808081,23.15990441299592
9.090909090909092,40.8656733810622
10.101010101010102,28.301259860338327
11.111111111111112,30.791831474223933
12.121212121212121,43.93246437652082
13.131313131313131,14.129079158415863
14.141414141414142,19.479767865839865
15.151515151515152,39.44447494017329
16.161616161616163,35.21157359902405
17.171717171717173,57.643002918222045
18.181818181818183,41.83418432172729
19.191919191919194,36.79524245976861
20.202020202020204,82.48978203887383
21.212121212121215,59.643658523005
22.222222222222225,66.56847862587443
23.232323232323235,46.70958528760623
24.242424242424242,62.440319738182865
25.252525252525253,74.79515197696112
26.262626262626263,58.39166199523112
27.272727272727273,83.81728845700327
28.282828282828284,71.69749035828863
29.292929292929294,78.85691698542409
30.303030303030305,76.7319765741348
31.313131313131315,116.06700105046235
32.323232323232325,90.6056224370118
33.333333333333336,77.46766939899484
34.343434343434346,108.19675954013371
35.35353535353536,80.07118363427307
36.36363636363637,104.04204483416225
37.37373737373738,74.03929157614681
38.38383838383839,86.03680522611951
39.3939393939394,111.43776702288535
40.40404040404041,122.08709971003218
41.41414141414142,116.1058777532031
42.42424242424243,114.32588182478247
43.43434343434344,114.06930315201927
44.44444444444445,98.93328125559972
45.45454545454546,112.83870051044302
46.46464646464647,119.25203459721936
47.47474747474748,144.54370208015246
48.484848484848484,136.36639555564813
49.494949494949495,107.29177140693272
50.505050505050505,141.1238858035482
51.515151515151516,133.01164458163404
52.525252525252526,131.15930130854196
53.535353535353536,153.01352817099686
54.54545454545455,161.82862920107564
55.55555555555556,162.85809067563187
56.56565656565657,138.82587856580184
57.57575757575758,149.3012083016257
58.58585858585859,161.43359793569994
59.5959595959596,173.62307589673438
60.60606060606061,154.3275379474722
61.61616161616162,161.25551939044678
62.62626262626263,149.97063195556615
63.63636363636364,151.14780972969902
64.64646464646465,183.8040489520746
65.65656565656566,194.4850145699765
66.66666666666667,175.5865148429617
67.67676767676768,194.24491266029955
68.68686868686869,187.14171209288625
69.6969696969697,174.5656279233474
70.70707070707071,192.188610850303
71.71717171717172,212.36347778991885
72.72727272727273,191.28079123153256
73.73737373737374,217.81308918064445
74.74747474747475,157.57251030734074
75.75757575757576,211.72247695956776
76.76767676767678,203.22489794276453
77.77777777777779,199.95933418745645
78.7878787878788,208.34610861772953
79.7979797979798,179.6814157759361
80.80808080808082,208.72512370263937
81.81818181818183,219.90214311813077
82.82828282828284,239.23911774182983
83.83838383838385,211.8219063218549
84.84848484848486,209.99380807781435
85.85858585858587,217.12010899269663
86.86868686868688,240.9027489372483
87.87878787878789,234.62823634186498
88.8888888888889,224.27581916571668
89.89898989898991,242.4464862441751
90.90909090909092,238.7288905129479
91.91919191919193,254.32765465597316
92.92929292929294,231.79243591507208
93.93939393939395,239.93355264951836
94.94949494949496,241.49211507675506
95.95959595959597,227.94626567700814
96.96969696969697,256.8660465802111
97.97979797979798,258.8653240321933
98.98989898989899,257.55144932438435
100.0,256.4811929993728
